maintenance_id,equipment_id,building_id,maintenance_date,maintenance_type,work_order_status,downtime_hours,cost_vnd,technician_team,data_origin
MT01499,EQ01356,BLD087,2025-03-23,Cleaning,Completed,11.7,5750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01500,EQ00717,BLD046,2025-05-22,Cleaning,Completed,7.8,3950000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01501,EQ00478,BLD031,2025-07-01,Corrective,Completed,7.9,12100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01502,EQ00490,BLD031,2025-03-08,Calibration,Completed,10.2,15900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01503,EQ00662,BLD043,2026-06-19,Preventive,Completed,5.4,10000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01504,EQ00014,BLD001,2025-04-12,Inspection,Open,3.5,23350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01505,EQ01891,BLD119,2025-10-06,Cleaning,Open,0.6,12900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01506,EQ01371,BLD087,2025-04-10,Calibration,Completed,10.3,17650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01507,EQ01125,BLD072,2025-09-26,Preventive,Completed,7.7,11100000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01508,EQ00723,BLD047,2025-03-12,Cleaning,Open,10.4,18200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01509,EQ00674,BLD043,2025-05-14,Inspection,Completed,4.9,2100000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01510,EQ01225,BLD079,2025-03-07,Preventive,Open,7.4,11550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01511,EQ01871,BLD118,2025-04-25,Inspection,In Progress,6.0,9600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01512,EQ00145,BLD010,2026-09-11,Preventive,Completed,1.4,20450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01513,EQ00225,BLD015,2026-06-12,Preventive,Completed,2.1,3850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01514,EQ01130,BLD073,2025-04-28,Inspection,In Progress,1.9,250000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01515,EQ01062,BLD068,2026-07-06,Inspection,Completed,7.4,6150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01516,EQ01535,BLD097,2026-08-28,Cleaning,Open,6.5,8850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01517,EQ01830,BLD115,2025-10-30,Inspection,Open,10.9,3950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01518,EQ01691,BLD108,2026-03-12,Calibration,In Progress,10.2,11900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01519,EQ00358,BLD024,2025-10-21,Preventive,Completed,3.1,15550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01520,EQ01613,BLD103,2025-12-31,Preventive,Open,8.3,18500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01521,EQ00202,BLD014,2026-07-19,Calibration,In Progress,7.0,4250000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01522,EQ01496,BLD095,2025-06-03,Cleaning,Completed,10.1,6200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01523,EQ01015,BLD064,2025-01-14,Preventive,Completed,7.0,4150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01524,EQ01214,BLD078,2026-01-02,Cleaning,In Progress,4.9,13400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01525,EQ01330,BLD085,2025-03-09,Cleaning,Open,8.6,3150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01526,EQ00463,BLD030,2026-04-17,Cleaning,Open,6.3,11600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01527,EQ01322,BLD084,2025-04-16,Cleaning,Completed,0.1,19200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01528,EQ01745,BLD111,2025-11-16,Calibration,Completed,10.8,11650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01529,EQ01178,BLD076,2025-10-16,Corrective,In Progress,0.5,7950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01530,EQ00936,BLD060,2025-01-22,Calibration,Completed,11.9,21800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01531,EQ01201,BLD077,2026-02-15,Cleaning,Completed,6.0,4100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01532,EQ00953,BLD061,2025-02-03,Preventive,Completed,10.5,18350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01533,EQ01004,BLD064,2025-10-08,Inspection,Open,6.8,11600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01534,EQ00777,BLD050,2025-12-15,Corrective,In Progress,3.6,1200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01535,EQ00197,BLD014,2025-09-09,Cleaning,Open,8.3,9300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01536,EQ01377,BLD088,2026-06-01,Calibration,In Progress,3.0,21600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01537,EQ01679,BLD107,2026-03-30,Calibration,In Progress,5.1,24700000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01538,EQ00870,BLD056,2025-02-12,Preventive,Completed,2.5,9750000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01539,EQ01545,BLD098,2026-01-03,Inspection,Completed,3.7,14850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01540,EQ01410,BLD090,2025-12-12,Inspection,Completed,11.2,8200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01541,EQ00661,BLD043,2026-06-16,Preventive,Open,3.3,11400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01542,EQ00789,BLD051,2026-09-06,Cleaning,Completed,2.5,16100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01543,EQ01311,BLD083,2025-03-23,Calibration,Completed,1.8,14500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01544,EQ00568,BLD037,2025-04-11,Preventive,Open,1.4,4550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01545,EQ00388,BLD026,2026-01-24,Inspection,Completed,1.7,16900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01546,EQ01888,BLD119,2026-07-07,Corrective,Completed,11.5,7000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01547,EQ00649,BLD042,2025-10-10,Inspection,Completed,5.2,2300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01548,EQ00373,BLD024,2025-10-28,Cleaning,Completed,7.7,6700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01549,EQ00563,BLD037,2026-04-27,Inspection,Completed,5.5,14700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01550,EQ01161,BLD074,2025-02-15,Preventive,In Progress,10.1,4850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01551,EQ00294,BLD019,2025-09-12,Calibration,Completed,8.4,1650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01552,EQ01648,BLD104,2026-07-19,Calibration,Open,10.1,15750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01553,EQ01522,BLD097,2025-08-09,Inspection,Completed,7.9,15100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01554,EQ01373,BLD087,2025-09-17,Preventive,In Progress,10.4,13450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01555,EQ00970,BLD062,2026-07-17,Calibration,Completed,8.7,17200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01556,EQ01000,BLD064,2025-11-05,Corrective,Completed,11.0,15550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01557,EQ00134,BLD009,2026-01-04,Calibration,Completed,4.6,1200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01558,EQ01163,BLD075,2025-05-09,Cleaning,Completed,0.1,11250000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01559,EQ01323,BLD084,2025-11-14,Inspection,Completed,4.9,20650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01560,EQ00796,BLD051,2026-06-17,Preventive,Completed,9.8,24500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01561,EQ01056,BLD068,2025-12-02,Preventive,Completed,2.8,13800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01562,EQ00183,BLD013,2025-01-31,Cleaning,In Progress,3.9,1000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01563,EQ00397,BLD026,2026-07-03,Inspection,Completed,0.2,13850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01564,EQ01071,BLD068,2025-05-16,Cleaning,Completed,11.5,18750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01565,EQ01874,BLD118,2025-04-25,Inspection,Open,4.8,1150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01566,EQ00611,BLD039,2025-02-17,Preventive,Completed,2.0,19100000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01567,EQ01015,BLD064,2026-02-05,Cleaning,In Progress,2.5,18200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01568,EQ01855,BLD117,2026-07-18,Corrective,Completed,4.0,24000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01569,EQ00163,BLD012,2026-02-24,Cleaning,Completed,8.8,12900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01570,EQ01109,BLD071,2025-04-22,Inspection,Completed,0.4,9350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01571,EQ00719,BLD046,2026-08-23,Cleaning,Completed,6.9,11500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01572,EQ00543,BLD035,2026-08-14,Cleaning,Completed,4.6,18400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01573,EQ00825,BLD053,2026-03-18,Cleaning,Completed,0.2,20850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01574,EQ01472,BLD093,2025-02-04,Inspection,Completed,9.7,14050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01575,EQ01008,BLD064,2025-07-28,Inspection,Completed,10.8,24200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01576,EQ01072,BLD068,2025-08-03,Corrective,Completed,1.6,15200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01577,EQ00547,BLD036,2025-07-21,Preventive,Completed,4.5,5850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01578,EQ00365,BLD024,2025-01-13,Inspection,Open,3.8,3950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01579,EQ00522,BLD034,2026-03-27,Preventive,Completed,7.9,3450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01580,EQ00811,BLD053,2025-07-11,Cleaning,In Progress,2.7,19850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01581,EQ00108,BLD007,2025-06-04,Calibration,Completed,9.3,15600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01582,EQ00896,BLD058,2025-04-23,Inspection,Completed,8.7,14850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01583,EQ00748,BLD048,2025-04-07,Calibration,Completed,0.4,15700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01584,EQ01675,BLD106,2026-06-28,Corrective,In Progress,4.2,1050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01585,EQ01064,BLD068,2026-04-06,Inspection,Completed,10.7,12450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01586,EQ00828,BLD054,2025-10-07,Inspection,Completed,6.2,21250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01587,EQ01142,BLD073,2025-06-10,Cleaning,In Progress,2.7,17650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01588,EQ00251,BLD016,2025-04-29,Preventive,Completed,10.3,13450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01589,EQ00227,BLD015,2026-01-23,Corrective,Completed,2.2,600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01590,EQ01575,BLD100,2025-12-19,Corrective,Open,5.8,12150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01591,EQ00234,BLD016,2025-01-23,Inspection,Open,9.7,14450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01592,EQ01126,BLD072,2026-06-02,Preventive,In Progress,10.5,10050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01593,EQ00534,BLD034,2025-06-05,Corrective,Completed,3.0,11450000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01594,EQ00788,BLD051,2025-03-13,Cleaning,Completed,9.3,2250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01595,EQ01775,BLD112,2025-10-03,Calibration,In Progress,0.9,19300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01596,EQ01774,BLD112,2025-10-25,Inspection,In Progress,4.2,850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01597,EQ00265,BLD017,2026-06-30,Preventive,Open,7.5,3150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01598,EQ01591,BLD101,2025-12-06,Cleaning,Completed,7.7,24600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01599,EQ00634,BLD041,2025-11-17,Cleaning,Completed,6.3,3000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01600,EQ00585,BLD038,2025-02-17,Inspection,Open,2.0,20350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01601,EQ01454,BLD092,2025-01-10,Calibration,Completed,3.9,14850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01602,EQ00919,BLD059,2026-05-04,Corrective,Completed,8.7,7300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01603,EQ00534,BLD034,2025-07-20,Corrective,Completed,6.8,8900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01604,EQ01588,BLD100,2025-03-05,Preventive,In Progress,10.0,10950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01605,EQ01050,BLD067,2026-07-05,Corrective,Completed,6.7,4650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01606,EQ00672,BLD043,2025-04-08,Inspection,In Progress,10.9,17100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01607,EQ01569,BLD099,2025-05-28,Cleaning,Completed,11.5,6050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01608,EQ01741,BLD110,2025-12-05,Corrective,Completed,3.7,6250000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01609,EQ01395,BLD089,2026-08-25,Inspection,In Progress,5.0,1450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01610,EQ00878,BLD057,2026-08-03,Calibration,In Progress,1.0,12500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01611,EQ01025,BLD065,2026-06-23,Corrective,Completed,9.8,10450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01612,EQ00714,BLD046,2025-11-07,Preventive,Open,7.4,24900000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01613,EQ00717,BLD046,2025-03-23,Inspection,In Progress,4.8,24850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01614,EQ01150,BLD074,2025-12-22,Inspection,In Progress,7.0,12500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01615,EQ00318,BLD021,2025-04-04,Corrective,In Progress,5.8,12700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01616,EQ00643,BLD042,2025-02-17,Corrective,In Progress,0.5,4550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01617,EQ01523,BLD097,2025-02-19,Inspection,Completed,10.4,1150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01618,EQ00974,BLD062,2025-10-12,Inspection,Completed,1.3,3750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01619,EQ00133,BLD009,2025-08-10,Preventive,In Progress,7.0,6900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01620,EQ00857,BLD056,2025-09-04,Cleaning,Completed,12.0,8950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01621,EQ00970,BLD062,2026-01-24,Preventive,Completed,7.7,3900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01622,EQ01564,BLD099,2026-04-06,Calibration,Completed,5.7,3050000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01623,EQ00291,BLD019,2025-02-17,Preventive,Completed,2.0,13600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01624,EQ00909,BLD058,2025-12-12,Corrective,Completed,7.9,24000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01625,EQ01047,BLD067,2025-05-02,Corrective,In Progress,8.9,14600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01626,EQ01891,BLD119,2025-12-08,Cleaning,Completed,5.7,15500000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01627,EQ00223,BLD015,2025-11-21,Corrective,Open,10.4,21850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01628,EQ01068,BLD068,2026-05-25,Cleaning,Completed,11.9,9400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01629,EQ01626,BLD103,2026-01-18,Corrective,Completed,8.3,4050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01630,EQ00834,BLD054,2025-09-09,Cleaning,Open,8.2,9650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01631,EQ00595,BLD038,2026-03-08,Cleaning,In Progress,9.7,8100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01632,EQ01683,BLD107,2025-10-24,Cleaning,Completed,11.2,13550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01633,EQ01708,BLD108,2025-08-01,Corrective,In Progress,6.5,20700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01634,EQ00824,BLD053,2025-08-27,Calibration,Completed,11.1,19150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01635,EQ00689,BLD044,2026-04-03,Cleaning,Open,9.6,2350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01636,EQ01491,BLD095,2025-10-29,Inspection,Open,3.5,16400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01637,EQ00176,BLD013,2026-01-31,Cleaning,Completed,0.3,11000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01638,EQ01586,BLD100,2025-01-13,Corrective,Completed,7.8,18250000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01639,EQ00933,BLD060,2026-02-05,Preventive,Completed,10.0,12250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01640,EQ01406,BLD089,2026-02-15,Corrective,Open,10.2,10850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01641,EQ01234,BLD079,2025-12-01,Calibration,Completed,1.3,14600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01642,EQ01669,BLD106,2026-04-23,Cleaning,Completed,2.3,23550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01643,EQ01255,BLD080,2025-07-08,Preventive,Completed,2.4,2150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01644,EQ00387,BLD025,2025-09-06,Corrective,Open,2.7,5000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01645,EQ01622,BLD103,2025-12-10,Preventive,Open,8.6,14600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01646,EQ00366,BLD024,2025-03-20,Cleaning,Completed,6.5,7750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01647,EQ01009,BLD064,2026-03-19,Cleaning,Open,10.9,1950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01648,EQ01050,BLD067,2025-12-09,Cleaning,Completed,5.6,19800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01649,EQ01307,BLD083,2026-01-06,Preventive,Open,11.8,24150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01650,EQ00454,BLD029,2025-05-02,Inspection,Open,11.3,3700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01651,EQ01714,BLD109,2026-03-02,Preventive,Completed,4.8,12550000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01652,EQ00250,BLD016,2025-03-04,Calibration,In Progress,2.5,20800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01653,EQ00094,BLD006,2026-03-23,Cleaning,Completed,1.5,19600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01654,EQ00016,BLD001,2026-06-16,Inspection,Open,2.8,22150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01655,EQ01618,BLD103,2025-11-01,Cleaning,In Progress,6.3,2750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01656,EQ01816,BLD114,2025-08-09,Calibration,In Progress,4.9,9200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01657,EQ01869,BLD117,2025-05-19,Corrective,In Progress,5.3,10350000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01658,EQ00862,BLD056,2026-02-02,Cleaning,Completed,7.6,22500000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01659,EQ01895,BLD119,2025-02-11,Corrective,Completed,11.8,9000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01660,EQ00175,BLD013,2025-07-31,Cleaning,Open,10.7,16650000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01661,EQ01462,BLD093,2025-08-12,Inspection,Completed,5.2,11700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01662,EQ00765,BLD049,2026-07-25,Inspection,In Progress,7.5,11800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01663,EQ00155,BLD011,2025-06-27,Corrective,Completed,7.1,2550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01664,EQ01533,BLD097,2026-03-11,Calibration,Completed,3.6,13850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01665,EQ00988,BLD063,2026-01-06,Corrective,Open,11.6,9700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01666,EQ01691,BLD108,2025-06-08,Cleaning,Completed,4.1,16950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01667,EQ00524,BLD034,2025-01-10,Cleaning,In Progress,11.2,24150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01668,EQ00917,BLD059,2026-04-10,Corrective,Completed,6.0,12850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01669,EQ01691,BLD108,2025-02-08,Calibration,Completed,2.7,3900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01670,EQ00077,BLD006,2026-02-21,Inspection,Completed,11.5,13450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01671,EQ00884,BLD057,2026-06-30,Preventive,Completed,9.2,10250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01672,EQ01100,BLD070,2025-05-22,Calibration,Open,9.5,16450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01673,EQ01751,BLD111,2026-08-15,Corrective,Completed,11.5,22500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01674,EQ01906,BLD120,2025-01-17,Inspection,Completed,11.3,16200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01675,EQ00688,BLD044,2026-05-21,Calibration,Completed,6.6,13550000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01676,EQ00161,BLD012,2025-07-07,Inspection,Completed,8.2,20500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01677,EQ00040,BLD003,2026-01-15,Cleaning,In Progress,0.7,2700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01678,EQ01415,BLD090,2025-04-20,Preventive,In Progress,1.2,17250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01679,EQ00455,BLD029,2025-10-02,Inspection,Completed,8.3,5400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01680,EQ01639,BLD104,2026-08-18,Corrective,Completed,0.4,2900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01681,EQ01650,BLD105,2026-08-25,Cleaning,In Progress,5.0,11650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01682,EQ00123,BLD008,2025-01-26,Corrective,Completed,2.7,750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01683,EQ00108,BLD007,2025-08-13,Inspection,Completed,0.4,5500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01684,EQ00101,BLD007,2025-05-12,Inspection,Completed,9.1,18400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01685,EQ00665,BLD043,2026-03-02,Preventive,Completed,3.0,22400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01686,EQ01119,BLD072,2025-05-18,Preventive,Completed,5.5,2150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01687,EQ00996,BLD064,2025-06-14,Corrective,In Progress,11.2,21500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01688,EQ00744,BLD048,2026-03-04,Cleaning,Completed,11.8,7300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01689,EQ01831,BLD115,2025-10-03,Corrective,Open,5.1,1900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01690,EQ00845,BLD055,2025-10-29,Corrective,Open,7.0,24700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01691,EQ00324,BLD021,2025-05-20,Inspection,Completed,1.5,9250000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01692,EQ00654,BLD043,2025-09-13,Inspection,Completed,6.4,7300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01693,EQ00493,BLD031,2025-06-24,Cleaning,Completed,8.5,18200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01694,EQ01507,BLD096,2025-04-16,Cleaning,In Progress,4.2,2150000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT01695,EQ01393,BLD088,2026-07-02,Preventive,Completed,2.9,11850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01696,EQ00367,BLD024,2025-08-16,Calibration,Completed,2.8,20050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT01697,EQ00949,BLD060,2026-03-09,Calibration,Completed,7.2,14950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01698,EQ00822,BLD053,2025-08-23,Inspection,Completed,8.0,16850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT01699,EQ00210,BLD014,2025-02-22,Corrective,Open,2.2,4800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01700,EQ01619,BLD103,2025-05-17,Corrective,Completed,0.0,600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01701,EQ00211,BLD014,2026-03-22,Preventive,Open,5.6,6900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT01702,EQ00565,BLD037,2026-07-26,Preventive,Open,2.0,6850000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01703,EQ01742,BLD110,2026-07-05,Corrective,Completed,8.9,1100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01704,EQ00051,BLD004,2025-04-08,Corrective,Completed,6.0,21350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT01705,EQ00158,BLD011,2025-12-28,Corrective,In Progress,2.5,24650000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
